GHGRP Facility ID,FACILITY NAME,GHGRP - City,GHGRP - State,ORIS CODE,ORIS CODE 2,ORIS CODE 3,ORIS CODE 4,ORIS CODE 5,GHGRP - Power Plant Sector,Reported Subparts RY10,Reported Subparts RY11,Reported Subparts RY12,Reported Subparts RY13,Reported Subparts RY14,Reported Subparts RY15,Reported Subparts RY16,Reported Subparts RY17,Reported Subparts RY18,Reported Subparts RY19,Reported Subparts RY20
1000996,T C Ferguson Power Plant,MARBLE FALLS,TX,4937,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000997,Barney M. Davis,Corpus Christi,TX,4939,,,,,Yes,D,D,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000998,Riverside (4940),JENKS,OK,4940,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000999,Navajo Generating Station,PAGE,AZ,4941,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",No submission
1001000,Wheelabrator Ridge Energy Inc.,Auburndale,FL,54529,,,,,Yes,C,C,C,C,C,C,C,C,C,C,No submission
1001001,Pleasants Power Station,WILLOW ISLAND,WV,6004,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001002,White Bluff,REDFIELD,AR,6009,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001003,Olive,BURBANK,CA,6013,,,,,Yes,"C,D","C,D","C,D",D,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1001004,Duck Creek,CANTON,IL,6016,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",No submission
1001005,Newton,NEWTON,IL,6017,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001006,East Bend,UNION,KY,6018,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001007,W H Zimmer Generating Station,MOSCOW,OH,6019,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001008,Craig,CRAIG,CO,6021,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001010,Killen Station,MANCHESTER,OH,6031,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",No submission,No submission
1001011,Belle River,SAINT CLAIR HAVEN,MI,6034,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001012,Greenwood,AVOCA,MI,6035,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001013,Martin,INDIANTOWN,FL,6043,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001014,DeBary Power Plant,DEBARY,FL,6046,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001015,Wansley (6052),FRANKLIN,GA,6052,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001016,Big Cajun 2,NEW ROADS,LA,6055,,,,,Yes,D,D,D,D,D,"C,D","C,D","C,D","C,D","C,D","C,D"
1001017,Cascade Creek,ROCHESTER,MN,6058,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission
1001018,Iatan Generating Station,WESTON,MO,6065,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001020,Colstrip,COLSTRIP,MT,6076,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001021,Stony Brook,LUDLOW,MA,6081,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001022,"Somerset Operating Compnay, LLC",BARKER,NY,6082,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001023,R M Schahfer Generating Station,WHEATFIELD,IN,6085,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001024,Sherburne County,BECKER,MN,6090,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001025,Sooner,RED ROCK,OK,6095,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001026,Nebraska City Station,NEBRASKA CITY,NE,6096,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001027,Big Stone,BIG STONE CITY,SD,6098,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001028,Wyodak,GILLETTE,WY,6101,,,,,Yes,D,D,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001029,Fort St. Vrain,PLATTEVILLE,CO,6112,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001030,Gibson,OWENSVILLE,IN,6113,,,,,Yes,"C,D","C,D","C,D",D,D,D,D,D,D,D,D
1001031,McIntosh (6124),RINCON,GA,6124,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001032,Gibbons Creek Steam Electric Station,ANDERSON,TX,6136,,,,,Yes,"C,D","D,DD","D,DD","D,DD","D,DD","D,DD","D,DD","D,DD","D,DD","D,DD","D,DD"
1001033,A B Brown Generating Station,MOUNT VERNON,IN,6137,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001034,Monticello,MOUNT PLEASANT,TX,6147,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",No submission,No submission
1001035,Rush Island,FESTUS,MO,6155,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001036,Hunter,CASTLE DALE,UT,6165,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001037,Rockport,ROCKPORT,IN,6166,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001038,Coleto Creek,FANNIN,TX,6178,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001039,J T Deely,SAN ANTONIO,TX,6181,,,,,Yes,D,D,D,D,D,D,D,D,D,D,No submission
1001040,San Miguel,CHRISTINE,TX,6183,,,,,Yes,D,D,D,D,D,D,"C,D","C,D","C,D","C,D","C,D"
1001041,Brame Energy Center,LENA,LA,6190,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001042,Harrington Station,AMARILLO,TX,6193,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001043,Tolk Station,MULESHOE,TX,6194,,,,,Yes,D,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001044,John Twitty,SPRINGFIELD,MO,6195,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001045,Laramie River,WHEATLAND,WY,6204,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001046,Empire District Elec Co Energy Ctr,SARCOXIE,MO,6223,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001047,Roland C. Dansby Power Plant,BRYAN,TX,6243,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001048,Pawnee,Brush,CO,6248,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001049,Mayo Electric Generating Plant,ROXBORO,NC,6250,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001050,Ottumwa,OTTUMWA,IA,6254,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001051,Scherer,JULIETTE,GA,6257,,,,,Yes,D,D,D,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001052,Mountaineer (1301),NEW HAVEN,WV,6264,,,,,Yes,"C,D,PP","C,D,PP,UU","C,D,PP,UU","C,D,PP,UU","C,D,PP,UU","C,D,PP,UU","C,D,PP,UU","C,D,PP,UU","C,D,PP,UU","C,D,PP,UU","C,D"
1001053,Hutchinson - Plant 2,HUTCHINSON,MN,6358,,,,,Yes,"C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission,No submission
1001054,Rokeby,LINCOLN,NE,6373,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001055,Antelope Valley,BEULAH,ND,6469,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001058,Stock Island,STOCK ISLAND,FL,6584,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission
1001059,Independence,NEWARK,AR,6641,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001060,Louisa,MUSCATINE,IA,6664,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001062,Rawhide Energy Station,Wellington,CO,6761,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001063,Sikeston,SIKESTON,MO,6768,,,,,Yes,"C,D","C,D",D,D,D,D,D,D,D,D,D
1001064,Hugo,FORT TOWSON,OK,6772,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D",D,D,D,D
1001065,West Station,VINELAND,NJ,6776,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission
1001066,D B Wilson,Island,KY,6823,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001070,Twin Oaks,BREMOND,TX,7030,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001074,UNIVERSITY OF NORTH DAKOTA HEATING PLANT,GRAND FORKS,ND,No Match,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1001076,Forked River Power LLC,FORKED RIVER,NJ,7138,,,,,Yes,"C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission,No submission
1001078,COLSTRIP ENERGY LTD PARTNERSHIP,COLSTRIP,MT,10784,,,,,Yes,C (Abbr),C,C,C,C,C,C,C,C,C,C
1001079,Pleasant Hill Energy Center,PLEASANT HILL,IA,7145,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001080,Wading River Facility,WADING RIVER,NY,7146,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001082,Hay Road,WILMINGTON,DE,7153,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001083,Lime Creek,MASON CITY,IA,7155,,,,,Yes,"C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission,No submission
1001085,Woodsdale,TRENTON,OH,7158,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",D,D,D
1001086,Concord,WATERTOWN,WI,7159,,,,,Yes,D,D,D,D,D,D,D,D,D,D,"C,D"
1001087,FUSION PAPERBOARD,VERSAILLES,CT,54657,,,,,,C,C,C,C,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1001091,South Fond Du Lac,FOND DU LAC,WI,7203,,,,,Yes,"C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission,"C,D","C,D","C,D"
1001092,Cope Station,COPE,SC,7210,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001093,Clover Power Station,CLOVER,VA,7213,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D",D,D,D,D,D
1001097,Angus Anson,SIOUX FALLS,SD,7237,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001098,Cane Island,INTERCESSION CITY,FL,7238,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001100,Polk,MULBERRY,FL,7242,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001104,V H Braunig,ELMENDORF,TX,3612,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001106,48th Street Peaking Station,HOLLAND,MI,7258,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D",No submission,"C,D","C,D","C,D","C,D"
1001107,Woodland Generation Station,MODESTO,CA,7266,,,,,Yes,D,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001108,Paris,UNION GROVE,WI,7270,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001109,Lincoln,STANLEY,NC,7277,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001110,Sherman Avenue,VINELAND,NJ,7288,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001111,State Line (MO),JOPLIN,MO,7296,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001112,Hines Energy Complex,BARTOW,FL,7302,,,,,Yes,"C,D","C,D","C,D","C,D","C,D",D,D,D,D,D,D
1001113,Richard M Flynn (Holtsville),HOLTSVILLE,NY,7314,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001114,Van Sant,DOVER,DE,7318,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission
1001115,Richmond (IN),CENTERVILLE,IN,7335,,,,,Yes,"C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission,No submission
1001116,Anderson,ANDERSON,IN,7336,,,,,Yes,"C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission,No submission
1001117,George Neal South,SALIX,IA,7343,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001118,Robins,ROBINS AFB,GA,7348,,,,,Yes,D,D,D,D,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1001119,Coyote Springs,BOARDMAN,OR,7350,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001120,ST PAUL COGENERATION,ST. PAUL,MN,56643,,,,,Yes,C (Abbr),C,C,C,C,C,C,C,C,C,C
1001122,Interstate,SPRINGFIELD,IL,7425,,,,,Yes,D,D,D,D,D,No submission,D,D,D,D,D
1001124,Rathdrum Combustion Turbine Project,RATHDRUM,ID,7456,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001125,Neil Simpson II,GILLETTE,WY,7504,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001126,McPherson Municipal Power Plant #3,MCPHERSON,KS,7515,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001127,Carson Cogeneration,ELK GROVE,CA,7527,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001129,SCA Cogen II,SACRAMENTO,CA,7551,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001130,Sacramento Power Authority Cogen,SACRAMENTO,CA,7552,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001133,River Road,VANCOUVER,WA,7605,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001134,Anaheim Combustion Turbine,ANAHEIM,CA,7693,,,,,Yes,D,D,D,D,D,D,D,D,D,D,No submission
1001135,Washington County Cogen (Olin),McIntosh,AL,7697,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001136,SABIC Innovative Plastics - Burkville,BURKVILLE,AL,7698,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001137,Tiger Bay Cogeneration Facility,FORT MEADE,FL,7699,,,,,Yes,"C,D","C,D","C,D","C,D","C,D",D,D,D,D,D,D
1001140,Theodore Cogeneration,Theodore,AL,7721,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001141,Nodaway Power Plant,CONCEPTION JUNCTION,MO,7754,,,,,Yes,D,D,D,D,D,D,D,No submission,No submission,No submission,No submission
1001142,Chouteau Power Plant,PRYOR,OK,7757,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001144,Georgetown Substation,INDIANAPOLIS,IN,7759,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001145,Henry County Generating Station,NEW CASTLE,IN,7763,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001146,"MPC Generating, LLC",MONROE,GA,7764,,,,,Yes,D,D,D,D,D,D,D,No submission,No submission,No submission,No submission
1001147,Dahlberg (Jackson County),NICHOLSON,GA,7765,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001148,SWEENY COGENERATION FACILITY,OLD OCEAN,TX,55015,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001149,Bonanza,VERNAL,UT,7790,,,,,Yes,D,D,D,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001150,Richmond County Combustion Turbine Plant,HAMLET,NC,7805,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001151,Sewell Creek Energy,Cedartown,GA,7813,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001152,Fulton,FULTON,AR,7825,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001153,Plant Rowan County,SALISBURY,NC,7826,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001156,Smarr Energy Facility,FORSYTH,GA,7829,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001158,John S. Rainey Generating Station,IVA,SC,7834,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001159,Rock Springs Generating Facility,RISING SUN,MD,7835,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001160,Marsh Run Generation Facility,Remington,VA,7836,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001161,Ladysmith Combustion Turbine Sta,WOODFORD,VA,7839,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001162,Remington Combustion Turbine Station,REMINGTON,VA,7838,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001163,Plant H. Allen Franklin,SMITHS,AL,7710,,,,,Yes,D,D,D,D,D,D,D,D,D,D,"C,D"
1001164,Freedom Power Project,Saint Elmo,IL,7842,,,,,Yes,D,D,D,D,D,D,No submission,No submission,No submission,No submission,No submission
1001165,Pleasant Valley Station,DEXTER,MN,7843,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001166,Minnesota River Station,CHASKA,MN,7844,,,,,Yes,D,D,D,D,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1001167,Brandy Branch,BALDWIN,FL,7846,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001168,MEPI Gt Facility,JOPPA,IL,7858,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",No submission
1001169,Elk Mound Generating Station,Elk Mound,WI,7863,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D",No submission,No submission,"C,D","C,D",No submission
1001170,Glenwood Landing Energy Center,GLENWOOD LANDING,NY,7869,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001171,Robert P Mone,CONVOY,OH,7872,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001172,Bayside Power Station,TAMPA,FL,7873,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001174,Seward,NEW FLORENCE,PA,3130,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001175,E B Harris Generating Plant,AUTAUGAVILLE,AL,7897,,,,,Yes,D,D,D,D,D,D,D,D,D,D,"C,D"
1001176,H W Pirkey Power Plant,HALLSVILLE,TX,7902,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001177,McCartney Generating Station,STRAFFORD,MO,7903,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001178,Chattahoochee Energy Facility,FRANKLIN,GA,7917,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001179,Kemper County,DE KALB,MS,7960,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001180,West Gardner Generating Station,JOHNSON,KS,7929,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001181,Newington,NEWINGTON,NH,8002,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001182,Roseton Generating Facility,NEWBURGH,NY,8006,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001183,Holtsville Facility,HOLTSVILLE,NY,8007,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001184,Mickleton Energy Center,MICKLETON,NJ,8008,,,,,Yes,"C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission,No submission
1001186,Columbia,PARDEEVILLE,WI,8023,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001187,Belews Creek,BELEWS CREEK,NC,8042,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001188,Intercession City Power Plant,INTERCESSION CITY,FL,8049,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001189,Gerald Andrus,GREENVILLE,MS,8054,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001190,Waterford 1 & 2,KILLONA,LA,8056,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001191,Comanche (8059),LAWTON,OK,8059,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001192,Jim Bridger,POINT OF ROCKS,WY,8066,,,,,Yes,D,D,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001193,Huntington,HUNTINGTON,UT,8069,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001194,Gen J M Gavin,CHESHIRE,OH,8102,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001195,Ray D Nixon,FOUNTAIN,CO,8219,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001196,Springerville Generating Station,SPRINGERVILLE,AZ,8223,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001197,North Valmy,VALMY,NV,8224,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001198,Cheswick,Springdale,PA,8226,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001199,Eastman Kodak - Kodak Park,ROCHESTER,NY,10025,,,,,,C,"C,I","C,I","C,I","C,I","C,I",No submission,No submission,No submission,No submission,No submission
1001200,General Electric Aviation,LYNN,MA,10029,,,,,,C,C,C,C,C,C,C,C,C,C,C
1001201,Logan Generating Plant,SWEDESBORO,NJ,10043,,,,,Yes,D,D,C,C,C,C,C,C,C,C,D
1001202,Pedricktown Cogeneration Plant,PEDRICKTOWN,NJ,10099,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001203,"John B. Rich Memorial Power Station, Gilberton Power Company",FRACKVILLE,PA,10113,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001204,Colver Power Project,COLVER,PA,10143,,,,,Yes,D,D,D,D,D,D,D,D,D,C,C
1001205,Yorktown Power Station,YORKTOWN,VA,3809,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001206,"Castleton Power, LLC",CASTLETON ON HUDSON,NY,10190,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001207,Bellingham,BELLINGHAM,MA,10307,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001208,"North Jersey Energy Associates, A LP",SAYREVILLE,NJ,10308,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001209,Louisiana 1,BATON ROUGE,LA,1391,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001210,Mt. Carmel Cogeneration,MARION HEIGHTS,PA,10343,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001211,Elizabethtown Power,ELIZABETHTOWN,NC,10380,,,,,Yes,D,D,D,D,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1001212,Lumberton Power,LUMBERTON,NC,10382,,,,,Yes,D,D,D,D,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1001216,"Beaver Falls, LLC",BEAVER FALLS,NY,10617,,,,,Yes,"C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission,No submission
1001217,Allegany Generating Station,Portageville,NY,10619,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001218,Carthage Energy,Carthage,NY,10620,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001219,"Syracuse, LLC",SOLVAY,NY,10621,,,,,Yes,"C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission,No submission
1001220,Cambria Cogen,EBENSBURG,PA,10641,,,,,Yes,D,D,D,D,D,D,D,D,D,D,No submission
1001221,AES Thames,UNCASVILLE,CT,10675,,,,,Yes,C,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1001222,AES Beaver Valley LLC,MONACA,PA,10676,,,,,Yes,D,D,D,D,D,D,No submission,No submission,No submission,No submission,No submission
1001223,AES Warrior Run,CUMBERLAND,MD,10678,,,,,Yes,"C,D,PP","C,D,PP","C,D,PP","C,D,PP","C,D,PP","C,D,PP","C,D,PP","C,D,PP","C,D,PP","C,D,PP","C,D,PP"
